application_id,age,income,employment_years,loan_amount,term_months,existing_debt,dti,prior_defaults,inquiries_6m,purpose,region,defaulted_12m
A200357,40,113146,8.9,10763,60,3092,0.0327,0,0,debt_consolidation,south,0
A200358,32,71419,4.0,8799,48,4892,0.065,0,0,car,central,0
A200359,43,90115,6.8,6641,24,2579,0.0512,1,0,debt_consolidation,east,0
A200360,23,43345,4.9,47260,12,3894,1.1352,0,2,debt_consolidation,south,1
A200361,51,69235,10.1,15593,24,9868,0.1839,0,3,medical,east,0
A200362,36,40221,3.9,23580,24,7331,0.3843,0,3,education,north,1
A200363,39,37176,8.3,29012,48,3053,0.2362,1,3,home_improvement,north,0
A200364,28,45779,2.5,14947,12,55802,0.936,0,1,medical,central,1
A200365,44,82354,1.4,6423,24,85593,0.5587,1,0,other,south,0
A200366,39,41516,0.6,13174,36,27510,0.4371,0,1,other,south,0
A200367,42,15386,6.5,4982,60,5244,0.2352,0,1,home_improvement,east,0
A200368,50,55572,2.3,18236,60,5416,0.1144,0,3,home_improvement,south,1
A200369,35,69036,0.3,15452,60,6163,0.0894,0,1,car,central,0
A200370,51,71254,1.0,8119,36,5606,0.0773,0,1,debt_consolidation,east,1
A200371,38,50792,4.7,11550,60,3933,0.0842,0,3,debt_consolidation,east,0
A200372,50,89142,0.7,6144,24,1347,0.042,1,1,debt_consolidation,east,1
A200373,54,42683,2.3,14305,60,13563,0.2259,0,4,debt_consolidation,north,0
A200374,33,19287,1.4,15196,12,10844,1.069,0,3,debt_consolidation,central,1
A200375,21,48032,3.6,3177,24,19595,0.2371,0,1,home_improvement,south,0
A200376,41,34756,5.9,20792,60,1618,0.1429,0,0,education,north,0
A200377,38,120507,7.1,8534,24,5746,0.0592,0,0,education,east,0
A200378,30,76164,8.0,10448,24,10013,0.1343,0,2,debt_consolidation,central,1
A200379,29,15988,4.9,11499,48,15292,0.658,0,1,debt_consolidation,north,0
A200380,21,142362,0.9,7506,36,9085,0.0495,0,1,education,east,0
A200381,21,53528,6.2,3646,48,6760,0.0802,0,0,medical,north,0
A200382,44,47962,1.5,4577,60,1896,0.0389,0,0,other,south,0
A200383,48,83712,1.0,2794,12,3047,0.0516,0,0,debt_consolidation,south,0
A200384,21,37918,1.9,8686,60,1278,0.0627,0,4,debt_consolidation,north,1
A200385,25,37299,11.6,12219,60,8263,0.1763,1,0,debt_consolidation,east,0
A200386,51,56868,1.5,3287,12,681,0.0638,1,2,home_improvement,south,0
A200387,44,32888,3.8,17470,24,5147,0.3438,0,4,home_improvement,south,0
A200388,46,30538,8.9,12242,60,15395,0.3322,0,1,debt_consolidation,central,1
A200389,31,90244,2.0,14679,12,7445,0.2039,0,0,home_improvement,east,0
A200390,36,54648,6.4,8642,12,9862,0.2484,1,1,car,south,0
A200391,35,61570,7.3,6776,12,8069,0.1756,0,1,home_improvement,central,0
A200392,30,53006,1.7,9890,24,22227,0.303,0,2,debt_consolidation,south,0
A200393,31,53407,6.2,6312,12,9121,0.2036,0,1,education,central,0
A200394,32,35363,2.1,23473,24,7560,0.4388,0,2,car,south,0
A200395,29,90297,6.5,14906,60,7197,0.0729,0,1,debt_consolidation,south,0
A200396,29,22628,12.1,3925,36,9164,0.2603,0,1,education,south,0
A200397,54,62802,3.7,6752,36,1028,0.044,0,0,medical,central,0
A200398,27,48756,3.0,11662,12,9480,0.3364,0,1,medical,central,0
A200399,33,62882,4.6,6756,12,2444,0.1269,0,1,car,central,0
A200400,35,81383,1.9,5812,24,8520,0.0881,0,1,debt_consolidation,central,0
A200401,43,42221,4.8,13583,48,4084,0.1288,1,3,home_improvement,north,0
A200402,40,62333,6.0,4594,48,9292,0.093,0,3,education,north,0
A200403,44,28173,7.7,10219,60,1130,0.0926,0,0,other,east,0
A200404,49,70275,3.4,19915,12,2768,0.3031,0,2,debt_consolidation,south,0
A200405,50,86417,5.5,6673,60,978,0.0211,0,0,other,north,0
A200406,30,25852,1.7,12669,24,1002,0.2644,0,2,education,north,0
A200407,37,46871,1.7,15030,60,6689,0.1355,0,2,car,central,0
A200408,47,71387,1.2,5713,60,18154,0.1432,0,0,car,north,0
A200409,33,69110,8.4,4065,48,17938,0.1445,0,0,debt_consolidation,north,0
A200410,46,33746,6.2,5989,12,69044,1.2,0,3,car,central,1
A200411,48,55499,12.5,4142,48,30413,0.2927,1,2,education,south,0
A200412,27,42171,3.9,30252,48,2307,0.2067,0,0,debt_consolidation,east,0
A200413,50,72697,1.7,4822,12,8395,0.1241,0,0,other,east,0
A200414,43,101622,6.8,4849,24,1942,0.0334,0,1,home_improvement,east,0
A200415,36,69963,9.4,12824,48,19447,0.1848,1,1,other,north,0
A200416,21,37309,4.7,10428,60,6887,0.1482,0,0,debt_consolidation,south,0
A200417,51,37833,7.2,16816,24,6570,0.3091,0,0,car,east,0
A200418,26,27683,1.0,10218,36,4579,0.2057,0,3,other,south,0
A200419,31,17639,6.4,23346,60,3609,0.367,0,2,debt_consolidation,south,0
A200420,38,35575,2.4,3420,24,2673,0.0856,2,3,debt_consolidation,north,0
A200421,51,73065,5.2,13679,24,4942,0.1274,0,0,debt_consolidation,east,0
A200422,29,64985,6.5,5877,12,2294,0.1081,0,0,car,central,0
A200423,39,87043,2.6,3050,12,18133,0.1392,1,0,car,central,0
A200424,34,67650,1.3,11665,24,12967,0.1821,0,0,debt_consolidation,east,0
A200425,43,35115,9.3,4693,60,4383,0.0891,0,1,education,central,0
A200426,61,78457,3.2,4203,48,7161,0.059,1,3,home_improvement,south,0
A200427,39,67440,7.1,6658,48,432,0.0279,0,4,debt_consolidation,north,0
A200428,37,72029,8.0,24752,48,6989,0.1344,0,3,home_improvement,east,1
A200429,32,61224,3.3,1787,48,1517,0.0197,0,0,debt_consolidation,central,0
A200430,34,150827,1.8,5626,60,15219,0.0579,0,4,debt_consolidation,east,0
A200431,31,44892,6.3,6044,60,4883,0.0813,0,2,debt_consolidation,east,0
A200432,21,49173,6.4,12338,36,6144,0.1461,0,0,car,central,0
A200433,36,76447,4.9,7535,24,9260,0.1098,0,0,education,south,0
A200434,37,24064,4.8,4191,12,2374,0.2235,0,4,home_improvement,central,0
A200435,34,88407,4.9,3160,24,927,0.0231,1,5,education,north,0
A200436,36,62862,3.0,13987,60,13707,0.1535,0,0,debt_consolidation,east,0
A200437,46,71552,6.9,10630,48,4969,0.0719,3,1,debt_consolidation,east,1
A200438,34,30302,5.2,9316,60,661,0.0724,0,4,education,north,0
A200439,30,92648,6.8,12373,12,2551,0.1473,0,0,home_improvement,south,0
A200440,24,112968,6.9,6368,48,99814,0.4559,0,0,home_improvement,central,0
A200441,49,40623,2.6,4166,24,3054,0.0889,2,1,debt_consolidation,east,1
A200442,37,84302,4.7,25273,24,4151,0.1745,0,1,medical,central,0
A200443,44,18941,4.7,8214,36,7640,0.3462,0,1,car,east,0
A200444,38,67426,2.6,13469,36,27987,0.2741,0,0,debt_consolidation,central,0
A200445,33,92225,0.3,6083,12,354,0.0679,0,4,medical,north,0
A200446,31,53325,5.1,5776,24,210872,1.2,0,2,debt_consolidation,south,1
A200447,46,30462,4.9,19606,36,3299,0.2687,3,0,other,central,0
A200448,72,36950,8.9,5541,60,2625,0.0655,0,1,education,south,0
A200449,45,51536,6.3,15812,24,15868,0.3074,0,0,other,north,0
A200450,60,59098,2.3,5878,24,18630,0.2074,0,0,other,east,0
A200451,65,25901,6.0,8530,60,6382,0.1891,0,1,education,south,1
A200452,38,62299,4.1,4279,60,4449,0.0494,0,5,education,central,1
A200453,36,30844,2.1,4274,12,15901,0.3963,1,1,medical,central,0
A200454,50,23083,2.9,14927,12,2902,0.7095,0,3,medical,east,0
A200455,35,77299,3.4,31323,60,6763,0.1248,0,4,home_improvement,east,0
A200456,35,71408,6.2,11308,48,22137,0.1946,0,1,debt_consolidation,east,0
A200457,21,61931,4.9,7419,12,19681,0.2787,0,1,car,north,0
A200458,21,56922,7.0,7035,24,8946,0.1404,0,2,debt_consolidation,north,0
A200459,26,23815,8.8,25339,24,6540,0.6693,0,1,debt_consolidation,south,1
A200460,33,47014,2.7,7394,12,63343,0.8309,0,1,car,central,0
A200461,38,62632,1.7,55100,48,10062,0.3003,0,0,education,south,0
A200462,36,112460,5.6,7527,12,3198,0.0811,0,3,other,north,0
A200463,23,34414,1.0,3426,24,3560,0.1015,0,3,other,east,0
A200464,43,42008,2.9,4664,60,47773,0.5908,1,2,other,east,0
A200465,22,67887,1.9,21662,12,973,0.3263,0,1,education,east,0
A200466,28,72739,1.7,2456,12,17534,0.1543,0,1,medical,north,0
A200467,39,74723,5.4,13950,36,2244,0.0772,0,1,education,central,0
A200468,36,45618,0.8,5687,24,3394,0.0995,0,0,debt_consolidation,south,0
A200469,26,69047,2.9,11335,24,7039,0.1331,0,0,car,east,0
A200470,57,65022,3.1,8196,48,8661,0.0981,1,1,car,south,0
A200471,40,46155,2.6,9189,12,3790,0.2401,0,1,debt_consolidation,south,0
A200472,30,40801,2.1,13162,24,10617,0.2914,0,2,education,east,0
A200473,58,54302,1.2,6155,12,936,0.122,0,3,debt_consolidation,central,0
A200474,40,72903,1.4,12522,36,20831,0.2001,0,3,car,central,0
A200475,45,66792,0.7,2636,60,27409,0.2131,0,0,other,east,0
A200476,51,34266,7.7,6226,60,543,0.0443,0,1,car,south,0
A200477,42,34009,3.2,5714,12,39915,0.7548,0,2,debt_consolidation,north,0
A200478,53,145633,2.3,6443,48,56983,0.2067,0,0,car,north,0
A200479,35,52675,2.0,4530,12,4958,0.1331,0,4,medical,south,0
A200480,21,53083,3.0,12677,24,5020,0.1667,1,1,home_improvement,central,0
A200481,37,166409,6.4,12259,48,1318,0.0224,0,3,car,north,0
A200482,52,34359,2.3,4829,60,1709,0.053,0,1,education,south,0
A200483,30,34069,5.1,4925,36,4125,0.1087,3,0,other,south,1
A200484,21,32815,1.2,9504,24,5699,0.2316,0,0,car,north,0
A200485,25,45322,1.4,6306,60,13066,0.172,1,0,car,north,0
A200486,21,105898,9.7,4893,48,1838,0.0202,0,2,debt_consolidation,central,0
A200487,27,51968,4.3,8516,36,5995,0.1123,0,4,car,south,0
A200488,46,47700,1.2,12976,36,11479,0.211,0,0,other,north,0
A200489,39,42829,7.9,3730,48,8315,0.1188,0,1,home_improvement,north,0
A200490,48,55010,1.9,4002,24,2847,0.0623,0,1,car,north,0
A200491,46,56292,1.2,7149,48,12813,0.1456,0,3,car,north,0
A200492,48,33338,2.6,7077,36,7348,0.181,0,0,other,north,0
A200493,34,65892,3.6,4196,12,985,0.0712,0,1,medical,north,0
A200494,42,66181,1.5,10631,36,9470,0.1251,1,4,debt_consolidation,east,0
A200495,24,80738,0.9,14695,60,3562,0.0585,1,0,car,south,0
A200496,21,108849,15.1,3612,12,1011,0.0378,0,0,education,south,0
A200497,43,56310,3.5,5333,24,7463,0.1136,0,2,debt_consolidation,east,0
A200498,40,80529,2.8,15106,48,3163,0.0665,2,1,debt_consolidation,north,0
A200499,38,33054,0.6,5651,24,13244,0.2858,0,1,home_improvement,east,0
A200500,46,39667,3.1,12710,24,7332,0.2526,0,0,debt_consolidation,north,0
A200501,49,59155,1.3,14680,36,10837,0.1743,0,0,home_improvement,east,0
A200502,44,104214,1.4,10387,36,12004,0.0908,0,0,education,east,0
A200503,53,30082,1.3,4527,48,12221,0.2408,0,1,medical,east,1
A200504,44,57998,2.2,16727,36,5791,0.1461,1,0,debt_consolidation,central,0
A200505,38,32672,2.1,4222,24,76110,1.2,0,0,other,central,0
A200506,26,50168,3.4,15138,60,555,0.0659,0,0,medical,north,0
A200507,32,191254,2.3,3605,36,5909,0.0217,0,1,debt_consolidation,south,0
A200508,21,43243,7.1,17239,24,682,0.2072,0,1,education,north,1
A200509,34,81762,4.1,6163,48,676,0.023,0,1,car,east,0
A200510,25,142906,2.6,28931,48,32530,0.1644,0,1,debt_consolidation,south,0
A200511,30,41656,8.1,11859,24,1804,0.164,0,1,education,north,0
A200512,44,83300,7.3,8332,36,3361,0.0535,0,0,debt_consolidation,east,0
A200513,42,179321,18.1,15801,60,10622,0.0472,0,0,debt_consolidation,north,0
A200514,40,32445,3.8,4364,24,6194,0.1627,0,0,education,south,0
A200515,38,68257,1.8,3361,60,9207,0.0773,0,0,debt_consolidation,south,0
A200516,51,88139,2.5,8376,12,38075,0.311,0,1,other,central,0
A200517,49,192373,9.2,7537,36,491,0.0143,1,3,debt_consolidation,central,0
A200518,39,48681,7.1,9875,48,862,0.0596,0,0,debt_consolidation,north,0
A200519,40,68830,2.2,18674,60,4688,0.0883,0,3,home_improvement,east,0
A200520,21,52865,8.1,8491,60,4466,0.0744,0,2,medical,central,0
A200521,26,49021,1.1,11807,24,11543,0.2382,0,0,debt_consolidation,east,1
A200522,35,86820,6.0,6084,48,8734,0.0678,0,1,debt_consolidation,south,0
A200523,42,82284,3.6,6689,60,79917,0.5019,0,3,debt_consolidation,south,0
A200524,29,100749,3.6,4342,36,17686,0.1021,0,3,other,central,0
A200525,52,148807,5.7,9596,60,1152,0.0168,0,0,home_improvement,south,0
A200526,40,61337,2.2,16993,48,4942,0.1095,0,1,other,north,0
A200527,45,59996,4.6,7828,48,5692,0.0801,0,5,other,central,0
A200528,41,40515,3.1,4583,12,1932,0.137,0,1,debt_consolidation,south,0
A200529,32,28242,7.1,7576,12,569,0.2783,0,3,car,east,0
A200530,28,67974,0.5,7798,60,5300,0.0619,0,0,debt_consolidation,north,0
A200531,49,28049,19.8,11717,36,19471,0.4863,0,2,other,central,0
A200532,56,71096,5.0,1563,12,3896,0.0494,0,1,debt_consolidation,east,0
A200533,39,39366,7.3,7649,60,14097,0.2179,0,3,debt_consolidation,central,0
A200534,32,50475,6.7,4598,24,5055,0.0956,0,2,debt_consolidation,north,0
A200535,40,73501,3.5,7805,36,7807,0.0885,0,0,home_improvement,east,0
A200536,31,77167,2.7,7385,36,7501,0.0805,0,5,home_improvement,south,0
A200537,49,42117,3.3,10814,12,16043,0.4472,0,2,other,east,0
A200538,31,53907,2.0,15425,36,2961,0.1228,0,1,education,south,0
A200539,39,21189,2.3,6735,60,3018,0.1348,0,0,home_improvement,south,0
A200540,43,77091,11.2,16498,60,1186,0.0505,0,0,home_improvement,central,0
A200541,54,55593,2.5,5848,12,5488,0.1546,1,1,other,north,0
A200542,28,31327,4.1,6513,48,6773,0.1601,0,1,other,central,0
A200543,21,44895,1.7,15856,24,375,0.1808,0,2,home_improvement,east,0
A200544,57,61009,2.8,11827,60,5045,0.0801,1,1,debt_consolidation,south,0
A200545,63,93870,4.0,6861,36,29386,0.1809,2,2,debt_consolidation,east,1
A200546,24,42906,6.7,2123,24,5244,0.0859,1,0,medical,east,1
A200547,31,17586,3.5,12801,24,3506,0.4636,0,0,debt_consolidation,central,0
A200548,36,99023,1.9,5317,60,3434,0.0281,0,1,car,central,0
A200549,21,14338,0.4,2077,36,4477,0.2044,0,0,car,south,0
A200550,21,73453,2.6,13996,60,6902,0.0851,2,3,education,central,0
A200551,45,64448,3.5,18155,12,711,0.2872,2,5,debt_consolidation,east,1
A200552,30,131866,6.4,5285,36,3216,0.0256,0,0,debt_consolidation,north,0
A200553,40,45592,3.7,7060,60,12947,0.173,0,1,car,south,0
A200554,44,48118,8.3,5892,36,5807,0.1012,1,0,home_improvement,central,0
A200555,28,57677,7.8,5013,12,758,0.0935,0,2,education,north,0
A200556,44,84786,5.3,2607,12,16931,0.1306,0,1,debt_consolidation,north,0
A200557,24,104397,7.7,14180,60,9395,0.0722,0,2,education,east,0
A200558,34,29792,11.0,17758,24,7369,0.4217,0,0,car,central,0
A200559,32,54087,3.9,8644,48,24614,0.2675,0,0,debt_consolidation,east,0
A200560,28,46016,3.7,9580,12,6755,0.2816,2,1,home_improvement,north,1
A200561,31,71114,5.3,5091,24,1204,0.0443,0,5,car,north,0
A200562,33,22721,5.1,4934,48,16659,0.4209,1,3,car,south,0
A200563,34,33623,3.8,9352,36,4137,0.1542,0,2,other,central,0
A200564,40,100454,7.6,38894,48,2576,0.1096,0,1,debt_consolidation,north,0
A200565,36,111135,3.0,10444,48,9173,0.0648,0,0,education,east,0
A200566,50,90529,5.0,6672,12,11133,0.1352,0,1,other,central,0
A200567,38,50000,6.2,10269,60,1294,0.054,1,0,car,central,0
A200568,48,55735,3.9,7915,24,8583,0.148,0,2,medical,south,0
A200569,33,37843,4.7,5702,60,3337,0.0742,0,1,debt_consolidation,central,0
A200570,29,13746,10.7,15505,36,2159,0.4545,0,0,home_improvement,north,0
A200571,30,23951,15.2,13531,24,9452,0.4798,0,1,debt_consolidation,east,0
A200572,51,60538,3.2,6686,48,2678,0.0497,1,2,car,central,0
A200573,36,33220,0.7,6306,36,10752,0.2251,0,1,education,central,0
A200574,36,25585,1.9,12294,36,8060,0.3177,0,3,car,central,0
A200575,49,67223,2.6,6999,60,4095,0.0513,0,4,education,north,0
A200576,31,39824,3.8,5361,24,4400,0.1226,0,0,car,north,0
A200577,54,84674,9.8,7935,48,4641,0.0508,0,2,education,south,0
A200578,36,37448,1.4,8922,48,2677,0.0953,0,1,debt_consolidation,south,0
A200579,44,55824,2.1,2180,36,6054,0.0672,1,1,other,south,0
A200580,37,50195,3.2,3931,48,1550,0.035,0,1,debt_consolidation,east,0
A200581,23,105623,4.0,7911,48,17135,0.0998,0,0,other,south,0
A200582,23,29518,1.1,6082,48,3279,0.1071,0,0,education,south,0
A200583,37,47565,5.4,23349,48,2106,0.1449,1,0,debt_consolidation,east,0
A200584,32,61838,4.3,4820,12,1919,0.0935,0,0,car,north,0
A200585,49,52625,2.6,17619,12,1237,0.3466,0,0,car,central,1
A200586,44,69652,5.4,6670,36,16985,0.1538,0,4,education,north,0
A200587,37,85406,10.6,2300,12,1542,0.036,1,0,home_improvement,central,0
A200588,50,24301,5.7,8241,12,4574,0.4332,1,3,debt_consolidation,east,0
A200589,25,89702,2.6,5494,48,71864,0.4159,0,3,medical,north,0
A200590,21,105209,8.4,22153,36,8872,0.1124,0,3,car,central,0
A200591,30,72624,2.8,9348,48,2548,0.0497,0,2,education,east,0
A200592,42,39522,13.2,3858,60,7446,0.1137,0,0,debt_consolidation,north,0
A200593,43,21597,4.0,15386,12,17792,1.1243,0,2,other,central,1
A200594,35,62174,3.2,8997,36,2418,0.0677,0,0,home_improvement,south,0
A200595,30,51877,0.8,28798,60,5409,0.1632,0,0,home_improvement,east,0
A200596,34,55382,4.7,14357,48,2623,0.0885,0,0,car,north,0
A200597,42,23193,1.1,13294,60,32680,0.8192,0,5,home_improvement,east,0
A200598,27,50388,3.4,40475,48,5059,0.251,0,1,medical,central,0
A200599,29,33719,2.3,9743,24,9012,0.2781,0,0,education,north,0
A200600,55,66711,5.1,21245,24,1600,0.1712,0,0,other,south,0
A200601,36,51004,4.0,6760,48,6623,0.0981,1,0,education,north,0
A200602,47,37379,5.4,11993,36,10132,0.2425,0,0,education,central,0
A200603,59,73776,3.2,13303,48,4645,0.0766,1,2,debt_consolidation,north,0
A200604,29,30008,5.8,8858,12,5849,0.3926,0,1,debt_consolidation,east,0
A200605,32,43015,1.8,4405,48,2301,0.0523,0,4,medical,north,0
A200606,47,23906,7.4,8288,24,3939,0.2557,1,0,car,north,0
A200607,23,39775,7.0,4396,48,1824,0.0506,0,0,medical,south,0
A200608,41,78746,7.7,20491,24,12432,0.209,0,1,debt_consolidation,east,0
A200609,40,43255,0.4,6867,48,1688,0.0592,0,2,other,east,0
A200610,35,48481,0.2,6047,12,2058,0.146,0,2,debt_consolidation,central,0
A200611,41,141660,5.0,18508,48,34279,0.1537,0,0,education,east,0
A200612,33,43145,7.5,6151,36,5001,0.1055,0,2,education,south,0
A200613,35,62281,2.8,8791,48,7045,0.0918,1,0,debt_consolidation,east,0
A200614,42,61149,3.0,15883,24,6839,0.1858,0,1,car,south,0
A200615,33,37066,2.3,7953,60,1028,0.0568,0,3,debt_consolidation,central,0
A200616,41,53833,2.9,5643,60,7707,0.0925,0,0,education,north,0
A200617,32,26933,5.4,11165,24,24966,0.6708,0,0,car,central,0
A200618,34,22433,7.3,20576,36,6985,0.4614,1,2,medical,south,0
A200619,28,31040,3.3,2421,48,16796,0.2901,0,1,debt_consolidation,south,0
A200620,33,77930,4.0,7021,48,3906,0.0476,0,2,medical,north,0
A200621,38,37693,7.4,35934,24,1980,0.5029,1,0,car,south,0
A200622,47,88193,2.2,1858,36,6649,0.0447,0,2,debt_consolidation,north,0
A200623,37,96267,0.5,8983,12,31757,0.2583,0,1,car,north,0
A200624,48,46885,6.6,5975,48,28036,0.3308,0,1,debt_consolidation,south,0
A200625,34,56716,1.7,20460,48,2119,0.1089,0,4,education,south,0
A200626,48,73989,6.8,8485,36,5632,0.0763,0,2,education,south,0
A200627,30,86634,5.8,10249,48,2092,0.0416,2,2,home_improvement,south,0
A200628,42,71714,3.9,8733,48,21378,0.1795,0,0,debt_consolidation,east,0
A200629,49,30720,3.3,4823,60,2912,0.0788,2,3,education,east,0
A200630,39,63818,7.3,15177,36,4226,0.1124,0,2,education,east,0
A200631,30,104314,4.0,8251,12,9314,0.1237,1,0,car,central,0
A200632,28,64981,8.0,5809,60,2259,0.0353,0,0,other,south,0
A200633,37,41511,4.9,4161,48,12901,0.1805,2,0,car,east,0
A200634,42,34544,5.1,16746,36,53964,0.9427,0,4,debt_consolidation,east,0
A200635,47,27455,4.7,25087,48,1805,0.2613,0,5,other,south,0
A200636,25,68559,4.4,15044,36,21249,0.2281,2,0,education,south,0
A200637,21,34028,4.6,20442,12,39332,1.1787,0,4,car,east,1
A200638,39,140753,5.2,6548,24,4331,0.0386,2,1,debt_consolidation,east,0
A200639,51,85628,1.0,16546,60,4252,0.0635,0,0,debt_consolidation,north,0
A200640,45,84522,9.7,17618,36,4661,0.0971,0,0,other,south,0
A200641,43,117500,3.1,13374,60,7784,0.0559,0,2,debt_consolidation,north,0
A200642,30,98894,2.7,11763,60,4963,0.0489,0,3,home_improvement,central,0
A200643,42,158868,5.0,13816,48,28256,0.1107,0,0,other,south,0
A200644,36,31793,8.2,10231,24,11823,0.3468,0,1,car,south,0
A200645,71,101484,9.3,7708,48,6443,0.0507,0,4,car,central,0
A200646,37,109285,7.7,5122,12,1511,0.0538,0,0,medical,north,0
A200647,26,16181,7.7,7706,48,3283,0.2205,2,1,other,south,0
A200648,29,60404,3.0,10060,36,4292,0.091,0,1,home_improvement,central,0
A200649,39,39499,11.1,8923,24,2917,0.1499,1,0,medical,east,0
A200650,43,27992,0.6,34580,48,20404,0.6733,0,0,education,central,0
A200651,34,50864,3.6,11997,48,8005,0.1377,0,4,home_improvement,north,0
A200652,43,66736,6.0,5719,60,3627,0.0443,0,0,education,central,0
A200653,32,52649,2.2,12269,12,2620,0.2579,0,0,other,south,0
A200654,41,16252,8.1,10386,60,37073,1.2,0,5,other,south,1
A200655,32,39723,8.1,6202,12,3256,0.1971,0,1,debt_consolidation,east,0
A200656,29,21241,3.2,4197,24,1866,0.1427,0,3,debt_consolidation,south,0
A200657,46,31225,5.7,11155,48,968,0.1048,0,0,car,central,0
A200658,60,102896,3.3,6931,60,1348,0.02,0,2,debt_consolidation,east,0
A200659,24,28056,8.5,18015,48,11342,0.3627,0,0,debt_consolidation,south,0
A200660,48,68873,10.7,8878,12,2447,0.1467,1,0,home_improvement,east,0
A200661,48,9000,1.3,13441,24,2867,0.906,0,2,car,south,0
A200662,30,60950,7.7,8654,12,6310,0.1937,0,0,debt_consolidation,central,0
A200663,29,110384,4.7,11511,48,2251,0.0363,0,0,education,central,0
A200664,41,97282,1.7,3328,12,1373,0.0413,0,0,home_improvement,central,0
A200665,30,55620,2.8,7456,48,1372,0.0458,0,2,home_improvement,north,0
A200666,29,30248,3.6,12802,24,3202,0.2645,0,0,car,south,0
A200667,35,47330,11.5,2463,12,2438,0.0778,0,0,car,south,0
A200668,26,98309,5.2,6182,60,1957,0.0225,0,0,home_improvement,south,0
A200669,36,66157,2.6,17788,12,4022,0.2993,0,1,debt_consolidation,central,1
A200670,37,51451,5.1,20507,12,24145,0.6332,0,1,debt_consolidation,central,1
A200671,50,72043,2.8,2881,12,3604,0.065,0,0,car,north,0
A200672,23,40089,6.0,7901,60,3509,0.0832,0,0,medical,central,1
A200673,48,85488,3.0,4607,24,6801,0.0667,0,3,debt_consolidation,north,0
A200674,21,65172,3.4,6246,60,10882,0.1027,1,0,home_improvement,south,0
A200675,21,99461,3.9,12087,24,3460,0.0782,0,0,education,north,0
