settlement_id,settled_at,payment_id,type,gross_minor,fee_minor,net_minor,currency,note
S000777,2026-05-05,P010527,capture,5026,176,4850,USD,
S000778,2026-05-05,P018065,capture,5162,180,4982,USD,
S000779,2026-05-05,P011194,capture,5462,188,5274,USD,
S000784,2026-05-05,P007288,capture,45020,1336,43684,USD,
S000785,2026-05-05,P007671,capture,2307,97,2210,USD,
S000786,2026-05-05,P016347,capture,8165,267,7898,USD,
S000788,2026-05-05,P010067,capture,3755,139,3616,USD,
S000791,2026-05-05,P002495,capture,3586,134,3452,USD,
S000795,2026-05-05,P002849,capture,5153,179,4974,USD,
S000796,2026-05-05,P015750,capture,3970,145,3825,USD,
S000799,2026-05-05,P013146,capture,3864,142,3722,USD,
S000801,2026-05-05,P001075,capture,2949,116,2833,USD,
S000802,2026-05-05,P000137,capture,8057,264,7793,USD,
S000803,2026-05-05,P012854,capture,8313,271,8042,USD,
S000804,2026-05-05,P015201,capture,5377,186,5191,USD,
S000805,2026-05-05,P014627,capture,8428,274,8154,USD,
S000807,2026-05-05,P018699,capture,6120,207,5913,USD,
S000808,2026-05-05,P008334,capture,25168,760,24408,USD,
S000809,2026-05-05,P005384,capture,5126,179,4947,USD,
S000811,2026-05-05,P014750,capture,15931,492,15439,USD,
S000812,2026-05-05,P012759,capture,4551,162,4389,USD,
S000814,2026-05-05,P005570,capture,2710,109,2601,USD,
S000815,2026-05-05,P018460,capture,1178,64,1114,USD,
S000816,2026-05-05,P015403,capture,1051,60,991,USD,
S000817,2026-05-05,P003161,capture,5783,198,5585,USD,
S000818,2026-05-05,P008419,capture,2638,107,2531,USD,
S000819,2026-05-05,P010892,capture,3555,133,3422,USD,
S000820,2026-05-05,P002434,capture,14930,463,14467,USD,
S000822,2026-05-05,P012209,capture,2662,107,2555,USD,
S000823,2026-05-05,P006279,capture,3766,139,3627,USD,
S000824,2026-05-05,P012210,capture,2635,106,2529,USD,
S000825,2026-05-05,P007294,capture,4070,148,3922,USD,
S000828,2026-05-05,P011608,capture,8989,291,8698,USD,
S000830,2026-05-05,P015598,capture,2988,117,2871,USD,
S000831,2026-05-05,P008228,capture,4095,149,3946,USD,
S000832,2026-05-05,P019210,capture,24617,744,23873,USD,
S000833,2026-05-05,P004874,capture,27744,835,26909,USD,
S000834,2026-05-05,P005440,capture,4707,167,4540,USD,
S000835,2026-05-05,P005041,capture,2362,98,2264,USD,
S000836,2026-05-05,P014099,capture,12361,388,11973,USD,
S000838,2026-05-05,P009389,capture,17659,542,17117,USD,
S000840,2026-05-05,P016567,capture,1738,80,1658,USD,
S000841,2026-05-05,P013453,capture,4928,173,4755,USD,
S000844,2026-05-05,P009102,capture,2625,106,2519,USD,
S000847,2026-05-05,P014066,capture,14662,455,14207,USD,
S000848,2026-05-05,P006327,capture,5642,194,5448,USD,
S000849,2026-05-05,P010366,capture,14360,446,13914,USD,
S000850,2026-05-05,P007489,capture,4317,155,4162,USD,
S000851,2026-05-05,P016993,capture,6595,221,6374,USD,
S000852,2026-05-05,P006372,capture,3280,125,3155,USD,
S000853,2026-05-05,P008020,capture,14813,500,14313,USD,
S000854,2026-05-05,P019687,capture,3996,146,3850,USD,
S000857,2026-05-05,P012387,capture,11388,360,11028,USD,
S000859,2026-05-05,P017540,capture,3345,127,3218,USD,
S000860,2026-05-05,P005024,capture,10882,346,10536,USD,
S000861,2026-05-05,P012653,capture,9351,301,9050,USD,
S000863,2026-05-05,P012093,capture,6472,218,6254,USD,
S000864,2026-05-05,P013750,capture,3240,124,3116,USD,
S000865,2026-05-05,P004891,capture,1127,63,1064,USD,
S000868,2026-05-05,P014470,capture,2682,108,2574,USD,
S000869,2026-05-05,P015597,capture,3210,123,3087,USD,
S000873,2026-05-05,P011771,capture,3457,130,3327,USD,
S000874,2026-05-05,P018061,capture,14014,436,13578,USD,
S000875,2026-05-05,P019556,capture,26900,810,26090,USD,
S000876,2026-05-05,P014464,capture,4649,165,4484,USD,
S000877,2026-05-05,P019088,capture,4719,167,4552,USD,
S000878,2026-05-05,P011824,capture,2522,103,2419,USD,
S000880,2026-05-05,P011486,capture,3060,119,2941,USD,
S000882,2026-05-05,P008750,capture,4663,165,4498,USD,
S000883,2026-05-05,P007581,capture,7217,239,6978,USD,
S000884,2026-05-05,P002762,capture,3896,143,3753,USD,
S000885,2026-05-05,P003817,capture,1518,74,1444,USD,
S000887,2026-05-05,P003801,capture,14307,445,13862,USD,
S000889,2026-05-05,P017637,capture,3613,135,3478,USD,
S000890,2026-05-05,P002207,capture,313,39,274,USD,
S000891,2026-05-05,P006775,capture,13333,417,12916,USD,
S000892,2026-05-05,P011077,capture,7819,257,7562,USD,
S000893,2026-05-05,P008266,capture,2743,110,2633,USD,
S000895,2026-05-05,P011169,capture,19354,591,18763,USD,
S000897,2026-05-05,P019789,capture,19403,593,18810,USD,
S000898,2026-05-05,P006213,capture,10921,347,10574,USD,
S000899,2026-05-05,P015137,capture,6273,212,6061,USD,
S000900,2026-05-05,P005661,capture,5968,203,5765,USD,
S000901,2026-05-05,P014180,capture,17971,551,17420,USD,
S000902,2026-05-05,P007826,capture,11108,352,10756,USD,
S000904,2026-05-05,P018332,capture,1996,88,1908,USD,
S000908,2026-05-05,P004012,capture,5428,187,5241,USD,
S000910,2026-05-05,P012241,capture,8233,269,7964,USD,
S000912,2026-05-05,P011306,capture,7508,248,7260,USD,
S000913,2026-05-05,P011177,capture,1159,64,1095,USD,
S000914,2026-05-05,P015546,capture,10197,326,9871,USD,
S000915,2026-05-05,P014450,capture,8930,289,8641,USD,
S000916,2026-05-05,P009165,capture,9641,310,9331,USD,
S000917,2026-05-05,P001368,capture,10582,337,10245,USD,
S000918,2026-05-05,P014804,capture,8547,278,8269,USD,
S000919,2026-05-05,P003184,capture,5064,177,4887,USD,
S000920,2026-05-05,P007682,capture,5619,193,5426,USD,
S000922,2026-05-05,P013333,capture,6992,233,6759,USD,
S000923,2026-05-05,P002787,capture,8516,277,8239,USD,
S000925,2026-05-05,P016948,capture,2021,89,1932,USD,
S000926,2026-05-05,P008131,capture,10412,332,10080,USD,
S000927,2026-05-05,P013129,capture,1615,77,1538,USD,
S000929,2026-05-05,P005862,capture,5159,180,4979,USD,
S000930,2026-05-05,P004289,capture,4783,169,4614,USD,
S000931,2026-05-05,P014574,capture,843,54,789,USD,
S000935,2026-05-05,P013484,capture,22729,689,22040,USD,
S000936,2026-05-05,P002012,capture,74406,2188,72218,USD,
S000938,2026-05-05,P006384,capture,11604,367,11237,USD,
S000939,2026-05-05,P010437,capture,5827,199,5628,USD,
S000940,2026-05-05,P016741,capture,1381,70,1311,USD,
S000942,2026-05-05,P014345,capture,3125,121,3004,USD,
S000944,2026-05-05,P001810,capture,9938,318,9620,USD,
S000945,2026-05-05,P004082,capture,3357,127,3230,USD,
S000946,2026-05-05,P000920,capture,9744,313,9431,USD,
S000950,2026-05-05,P003197,capture,4398,158,4240,USD,
S000951,2026-05-05,P000917,capture,13445,420,13025,USD,
S000956,2026-05-05,P009246,capture,6874,229,6645,USD,
S000958,2026-05-05,P003143,capture,3287,125,3162,USD,
S000960,2026-05-05,P002765,capture,7104,236,6868,USD,
S000962,2026-05-05,P011843,capture,2706,108,2598,USD,
S000964,2026-05-05,P008396,capture,6238,211,6027,USD,
S000965,2026-05-05,P004470,capture,6137,208,5929,USD,
S000966,2026-05-05,P007204,capture,23375,708,22667,USD,
S000971,2026-05-05,P017914,capture,4029,147,3882,USD,
S000972,2026-05-05,P007342,capture,1259,67,1192,USD,
S000974,2026-05-05,P018128,capture,11376,360,11016,USD,
S000976,2026-05-05,P007420,capture,8353,272,8081,USD,
S000977,2026-05-05,P014281,capture,27160,818,26342,USD,
S000979,2026-05-05,P017457,capture,3362,127,3235,USD,
S000980,2026-05-05,P000619,capture,2152,92,2060,USD,
S000981,2026-05-05,P008390,capture,12984,407,12577,USD,
S000983,2026-05-05,P019843,capture,9872,316,9556,USD,
S000988,2026-05-05,P013669,capture,1540,75,1465,USD,
S000990,2026-05-05,P009479,capture,10177,325,9852,USD,
S000991,2026-05-05,P002358,capture,3112,120,2992,USD,
S000992,2026-05-05,P000013,capture,996,59,937,USD,
S000993,2026-05-05,P007362,capture,3015,117,2898,USD,
S000994,2026-05-05,P018427,capture,510,45,465,USD,
S000995,2026-05-05,P017673,capture,7320,242,7078,USD,
S000997,2026-05-05,P001318,capture,7773,255,7518,USD,
S000998,2026-05-05,P014790,capture,4261,154,4107,USD,
S000999,2026-05-05,P010301,capture,9134,294,8840,EUR,converted at 1.0961
S001001,2026-05-05,P005332,capture,7931,260,7671,USD,
S001002,2026-05-05,P015339,capture,5661,194,5467,USD,
S001003,2026-05-05,P005706,capture,3538,133,3405,USD,
S001004,2026-05-05,P014721,capture,6099,207,5892,USD,
S001005,2026-05-05,P007493,capture,5297,184,5113,USD,
S001006,2026-05-05,P013309,capture,5223,181,5042,USD,
S001008,2026-05-05,P014210,capture,941,57,884,USD,
S001010,2026-05-05,P018568,capture,4944,173,4771,USD,
S001012,2026-05-05,P006897,capture,4435,159,4276,USD,
S001014,2026-05-05,P008356,capture,8814,286,8528,USD,
S001015,2026-05-05,P009226,capture,9628,309,9319,USD,
S001017,2026-05-05,P009577,capture,4905,172,4733,USD,
S001020,2026-05-05,P004575,capture,24306,735,23571,USD,
S001021,2026-05-05,P008211,capture,2349,98,2251,USD,
S001022,2026-05-05,P007343,capture,2465,101,2364,USD,
S001023,2026-05-05,P004785,capture,7161,238,6923,USD,
S001025,2026-05-05,P002855,capture,4391,157,4234,USD,
S001027,2026-05-05,P000194,capture,8582,279,8303,USD,
S001028,2026-05-05,P000696,capture,4293,154,4139,USD,
S001031,2026-05-05,P016065,capture,2205,94,2111,USD,
S001032,2026-05-05,P018117,capture,17961,551,17410,USD,
S001033,2026-05-05,P003144,capture,2227,95,2132,USD,
S001034,2026-05-05,P012236,capture,707,51,656,USD,
S001035,2026-05-05,P009364,capture,21341,649,20692,USD,
S001041,2026-05-05,P002458,capture,2755,110,2645,USD,
S001042,2026-05-05,P003503,capture,1370,70,1300,USD,
S001046,2026-05-05,P013740,capture,12346,388,11958,USD,
S001048,2026-05-05,P003621,capture,1663,78,1585,USD,
S001049,2026-05-05,P013358,capture,3720,138,3582,USD,
S001050,2026-05-05,P017630,capture,20108,613,19495,USD,
S001051,2026-05-05,P019274,capture,23949,725,23224,USD,
S001052,2026-05-05,P018736,capture,8301,271,8030,USD,
S001053,2026-05-05,P001276,capture,6280,212,6068,USD,
S001054,2026-05-05,P016249,capture,1643,78,1565,USD,
S001056,2026-05-05,P011545,capture,3941,144,3797,USD,
S001059,2026-05-05,P013376,capture,4789,169,4620,USD,
S001060,2026-05-05,P005034,capture,2918,115,2803,USD,
S001061,2026-05-05,P012508,capture,4721,167,4554,USD,
S001062,2026-05-05,P008926,capture,33977,1015,32962,USD,
S001063,2026-05-05,P016711,capture,6630,222,6408,USD,
S001066,2026-05-05,P015065,capture,8540,278,8262,USD,
S001067,2026-05-05,P005885,capture,2974,116,2858,USD,
S001068,2026-05-05,P008916,capture,6018,205,5813,USD,
S001069,2026-05-05,P016186,capture,7266,241,7025,USD,
S001072,2026-05-05,P007833,capture,13103,410,12693,USD,
S001073,2026-05-05,P013998,capture,12401,390,12011,USD,
S001074,2026-05-05,P001085,capture,5422,187,5235,USD,
S001075,2026-05-05,P011353,capture,8198,268,7930,USD,
S001077,2026-05-05,P016045,capture,2297,97,2200,USD,
S001079,2026-05-05,P010679,capture,13584,424,13160,USD,
S001080,2026-05-05,P009863,capture,3526,132,3394,USD,
S001081,2026-05-05,P000889,capture,3934,145,3789,EUR,converted at 1.0961
S001083,2026-05-05,P015426,capture,1154,63,1091,USD,
S001085,2026-05-05,P007044,capture,3757,139,3618,USD,
S001087,2026-05-05,P001587,capture,2277,96,2181,USD,
S016638,2026-05-05,P008131,capture,10412,332,10080,USD,
S000004,2026-05-06,P011426,capture,4627,164,4463,USD,
S000005,2026-05-06,P006821,capture,7012,233,6779,USD,
S000010,2026-05-06,P010287,capture,3286,125,3161,USD,
S000011,2026-05-06,P015259,capture,19627,599,19028,USD,
S000012,2026-05-06,P005717,capture,1577,76,1501,USD,
S000015,2026-05-06,P002940,capture,1392,70,1322,USD,
S000022,2026-05-06,P017380,capture,2879,113,2766,USD,
S000023,2026-05-06,P006814,capture,6230,211,6019,USD,
S000024,2026-05-06,P004293,capture,6805,227,6578,USD,
S000027,2026-05-06,P013739,capture,892,56,836,USD,
S000030,2026-05-06,P003089,capture,13419,419,13000,USD,
S000031,2026-05-06,P011211,capture,2357,98,2259,USD,
S000033,2026-05-06,P017191,capture,4367,157,4210,USD,
S000034,2026-05-06,P004290,capture,6869,229,6640,USD,
S000041,2026-05-06,P018256,capture,2585,105,2480,USD,
S000055,2026-05-06,P014211,capture,4303,154,4149,EUR,converted at 1.0961
S000062,2026-05-06,P000897,capture,855,55,800,USD,
S000067,2026-05-06,P009441,capture,5114,178,4936,USD,
S000068,2026-05-06,P019208,capture,6604,222,6382,USD,
S000071,2026-05-06,P006123,capture,2067,90,1977,USD,
S000074,2026-05-06,P012951,capture,5487,189,5298,USD,
S000076,2026-05-06,P004086,capture,16245,501,15744,USD,
S000079,2026-05-06,P015682,capture,5304,183,5121,EUR,converted at 1.0961
S000081,2026-05-06,P011159,capture,4562,162,4400,USD,
S000085,2026-05-06,P005373,capture,2944,115,2829,USD,
S000089,2026-05-06,P007859,capture,5781,198,5583,USD,
S000090,2026-05-06,P009371,capture,9395,302,9093,USD,
S000093,2026-05-06,P010405,capture,2857,113,2744,USD,
S000097,2026-05-06,P019097,capture,5078,177,4901,USD,
S000098,2026-05-06,P015240,capture,7625,251,7374,USD,
S000101,2026-05-06,P008792,capture,9974,319,9655,USD,
S000105,2026-05-06,P016220,capture,6983,233,6750,USD,
S000106,2026-05-06,P019464,capture,9637,309,9328,USD,
S000107,2026-05-06,P007741,capture,18438,565,17873,USD,
S000108,2026-05-06,P015622,capture,9109,294,8815,USD,
S000117,2026-05-06,P013034,capture,3369,128,3241,USD,
S000118,2026-05-06,P014077,capture,9860,316,9544,USD,
S000121,2026-05-06,P009535,capture,6445,217,6228,USD,
S000123,2026-05-06,P002291,capture,4321,155,4166,USD,
S000130,2026-05-06,P013663,capture,6183,209,5974,USD,
S000136,2026-05-06,P013475,capture,16398,506,15892,USD,
S000138,2026-05-06,P017301,capture,71630,2107,69523,USD,
S000139,2026-05-06,P011682,capture,5046,176,4870,USD,
S000141,2026-05-06,P007220,capture,8762,284,8478,USD,
S000142,2026-05-06,P004033,capture,1575,76,1499,USD,
S000144,2026-05-06,P017482,capture,17472,537,16935,USD,
S000145,2026-05-06,P018211,capture,8291,270,8021,USD,
S000146,2026-05-06,P006710,capture,6462,217,6245,USD,
S000148,2026-05-06,P014832,capture,16883,520,16363,USD,
S000151,2026-05-06,P013815,capture,3735,138,3597,USD,
S000153,2026-05-06,P016243,capture,32781,981,31800,USD,
S000154,2026-05-06,P019621,capture,3676,138,3538,EUR,converted at 1.0961
S000157,2026-05-06,P014966,capture,2125,92,2033,USD,
S000158,2026-05-06,P009414,capture,2862,113,2749,USD,
S000159,2026-05-06,P016397,capture,9260,299,8961,USD,
S000162,2026-05-06,P017355,capture,4837,170,4667,USD,
S000164,2026-05-06,P002788,capture,2363,99,2264,USD,
S000167,2026-05-06,P019345,capture,1311,68,1243,USD,
S000170,2026-05-06,P011006,capture,2953,116,2837,USD,
S000172,2026-05-06,P004347,capture,7207,239,6968,USD,
S000173,2026-05-06,P007269,capture,4090,149,3941,USD,
S000174,2026-05-06,P001286,capture,3384,128,3256,USD,
S000175,2026-05-06,P014364,capture,6321,213,6108,USD,
S000176,2026-05-06,P001197,capture,2616,106,2510,USD,
S000179,2026-05-06,P019239,capture,15738,486,15252,USD,
S000180,2026-05-06,P017010,capture,2320,97,2223,USD,
S000185,2026-05-06,P018943,capture,9803,314,9489,USD,
S000190,2026-05-06,P010915,capture,5859,200,5659,USD,
S000191,2026-05-06,P007566,capture,4732,167,4565,USD,
S000197,2026-05-06,P011635,capture,1719,80,1639,USD,
S000198,2026-05-06,P001486,capture,1357,69,1288,USD,
S000204,2026-05-06,P006443,capture,2178,93,2085,USD,
S000214,2026-05-06,P012286,capture,2766,110,2656,USD,
S000215,2026-05-06,P015267,capture,2024,89,1935,USD,
S000216,2026-05-06,P011359,capture,5592,192,5400,USD,
S000218,2026-05-06,P010794,capture,5339,185,5154,USD,
S000222,2026-05-06,P013793,capture,15440,478,14962,USD,
S000223,2026-05-06,P000393,capture,3604,135,3469,USD,
S000226,2026-05-06,P013006,capture,7828,257,7571,USD,
S000231,2026-05-06,P010125,capture,4506,161,4345,USD,
S000235,2026-05-06,P008927,capture,5505,190,5315,USD,
S000236,2026-05-06,P006308,capture,848,55,793,USD,
S000238,2026-05-06,P008308,capture,2241,95,2146,USD,
S000240,2026-05-06,P009145,capture,4566,162,4404,USD,
S000241,2026-05-06,P014448,capture,2513,103,2410,USD,
S000243,2026-05-06,P014434,capture,15392,476,14916,USD,
S000252,2026-05-06,P009582,capture,1553,75,1478,USD,
S000255,2026-05-06,P001410,capture,8798,285,8513,USD,
S000258,2026-05-06,P002393,capture,6261,212,6049,USD,
S000261,2026-05-06,P011366,capture,6409,216,6193,USD,
S000262,2026-05-06,P001441,capture,5479,189,5290,USD,
S000263,2026-05-06,P002219,capture,3011,117,2894,USD,
S000265,2026-05-06,P001545,capture,6260,212,6048,USD,
S000268,2026-05-06,P004601,capture,12289,386,11903,USD,
S000269,2026-05-06,P016736,capture,4663,165,4498,USD,
S000272,2026-05-06,P011493,capture,9949,318,9631,EUR,converted at 1.0961
S000278,2026-05-06,P001191,capture,1748,81,1667,USD,
S000281,2026-05-06,P019772,capture,6622,222,6400,USD,
S000283,2026-05-06,P019252,capture,11283,357,10926,USD,
S000286,2026-05-06,P008165,capture,1144,63,1081,USD,
S000289,2026-05-06,P013206,capture,10186,325,9861,USD,
S000291,2026-05-06,P012435,capture,28831,866,27965,USD,
S000295,2026-05-06,P017575,capture,982,58,924,USD,
S000297,2026-05-06,P013719,capture,13416,420,12996,EUR,converted at 1.0961
S000298,2026-05-06,P004678,capture,14548,452,14096,USD,
S000304,2026-05-06,P008744,capture,9200,297,8903,USD,
S000309,2026-05-06,P017032,capture,2619,106,2513,USD,
S000310,2026-05-06,P003140,capture,2551,104,2447,USD,
S000314,2026-05-06,P008599,capture,6460,217,6243,USD,
S000315,2026-05-06,P014055,capture,5057,177,4880,USD,
S000318,2026-05-06,P001047,capture,4342,156,4186,USD,
S000320,2026-05-06,P019402,capture,7227,240,6987,USD,
S000322,2026-05-06,P007872,capture,4108,149,3959,USD,
S000332,2026-05-06,P003915,capture,504,45,459,USD,
S000333,2026-05-06,P009492,capture,2932,115,2817,USD,
S000334,2026-05-06,P010320,capture,5282,183,5099,USD,
S000338,2026-05-06,P017883,capture,8104,265,7839,USD,
S000339,2026-05-06,P018780,capture,1627,77,1550,USD,
S000342,2026-05-06,P011427,capture,10709,341,10368,USD,
S000349,2026-05-06,P007461,capture,3852,142,3710,USD,
S000351,2026-05-06,P009789,capture,11712,370,11342,USD,
S000352,2026-05-06,P004802,capture,17852,548,17304,USD,
S000356,2026-05-06,P018772,capture,5079,177,4902,USD,
S000361,2026-05-06,P011108,capture,12686,398,12288,USD,
S000364,2026-05-06,P017594,capture,5075,177,4898,USD,
S000367,2026-05-06,P003224,capture,2094,91,2003,USD,
S000374,2026-05-06,P011305,capture,22663,687,21976,USD,
S000376,2026-05-06,P007956,capture,28316,851,27465,USD,
S000380,2026-05-06,P000788,capture,1633,77,1556,USD,
S000381,2026-05-06,P017161,capture,14958,464,14494,USD,
S000386,2026-05-06,P017783,capture,344,40,304,USD,
S000390,2026-05-06,P012736,capture,942,57,885,USD,
S000391,2026-05-06,P012436,capture,3882,143,3739,USD,
S000393,2026-05-06,P000405,capture,9082,293,8789,USD,
S000396,2026-05-06,P013477,capture,5666,194,5472,USD,
S000398,2026-05-06,P013009,capture,4139,150,3989,USD,
S000402,2026-05-06,P002116,capture,2956,116,2840,USD,
S000404,2026-05-06,P008269,capture,29917,898,29019,USD,
S000407,2026-05-06,P015660,capture,6600,221,6379,USD,
S000412,2026-05-06,P006030,capture,2163,93,2070,USD,
S000418,2026-05-06,P010996,capture,9427,303,9124,USD,
S000419,2026-05-06,P019703,capture,2280,96,2184,USD,
S000423,2026-05-06,P017424,capture,3967,145,3822,USD,
S000425,2026-05-06,P009032,capture,1372,70,1302,USD,
S000429,2026-05-06,P017452,capture,9986,320,9666,USD,
S000432,2026-05-06,P007858,capture,5219,181,5038,USD,
S000439,2026-05-06,P019934,capture,7378,244,7134,USD,
S000442,2026-05-06,P008311,capture,14213,442,13771,USD,
S000446,2026-05-06,P014779,capture,6193,210,5983,USD,
S000447,2026-05-06,P015884,capture,3588,134,3454,USD,
S000450,2026-05-06,P007790,capture,1853,84,1769,USD,
S000458,2026-05-06,P006588,capture,10920,347,10573,USD,
S000462,2026-05-06,P011686,capture,19864,606,19258,USD,
S000463,2026-05-06,P016139,capture,7419,245,7174,USD,
S000465,2026-05-06,P011227,capture,1967,87,1880,USD,
S000466,2026-05-06,P011507,capture,19732,602,19130,USD,
S000467,2026-05-06,P007529,capture,12975,406,12569,USD,
S000468,2026-05-06,P019780,capture,16600,511,16089,USD,
S000472,2026-05-06,P007099,capture,8805,286,8519,EUR,converted at 1.0961
S000473,2026-05-06,P006331,capture,8179,267,7912,USD,
S000474,2026-05-06,P003006,capture,1748,81,1667,USD,
S000478,2026-05-06,P001625,capture,3697,137,3560,USD,
S000484,2026-05-06,P004329,capture,4396,157,4239,USD,
